text,label
Sale alert: 30% off on winter clothing this weekend only!,ham
Single girls near you want to meet! View profile: https://claimnow4939.info,spam
Account warning: Your bank needs verification. Click here: https://prize994.io,spam
Sale alert: 30% off on winter clothing this weekend only!,ham
Family reunion planning: Can you bring desserts?,ham
Movie night this Friday! We're watching the new comedy at our place.,ham
Find love today! 1000+ members online near you: https://secure9191.org,spam
The kids loved the presents you sent! They can't stop talking about them.,ham
Just saw your favorite band and thought of you! How have you been?,ham
Grandpa's 80th birthday is next month. What should we get him?,ham
Your magazine subscription renewal is due on Friday.,ham
Your ticket #12345 won $5000 in the weekly draw! https://prize702.info,spam
Confirmation: massage session booked for Friday at 4pm.,ham
Forex trading signal - 95% accuracy. Start with $250: https://verify6126.biz,spam
Great job on the sales presentation! Everyone loved it.,ham
Your dentist appointment is confirmed for Monday at 2:30pm.,ham
Great job on the sales presentation! Everyone loved it.,ham
Can you review the marketing document before tomorrow?,ham
WINNER! You've been selected for the grand prize of $10000. Visit https://win8906.org to redeem,spam
Meeting reminder: Project review at 2pm in conference room B.,ham
Your Netflix password expires today. Update immediately: https://win819.org,spam
Final notice: Unclaimed lottery prize of $25000! https://login6086.co,spam
Meeting reminder: Project review at 2pm in conference room B.,ham
Final notice: Unclaimed lottery prize of $25000! https://confirm5756.info,spam
Just saw your favorite band and thought of you! How have you been?,ham
URGENT: Your PayPal account will be suspended. Verify now: https://prize9140.net,spam
Become a product tester. Earn $50/hour. Sign up: https://win6594.io,spam
Congratulations! Your email won $500 in the weekly sweepstakes. Claim at: https://confirm9829.io,spam
Can you pick up milk from the store on your way home?,ham
Reminder: Annual check-up tomorrow at 11am.,ham
Game night this Saturday! Bring your favorite board games.,ham
Tesla stock ALERT! Price expected to rise 200%. Invest now at https://login4597.com,spam
The laptop you ordered is now available for pickup.,ham
Thanks for the gift! It was really thoughtful of you.,ham
Account warning: Your bank needs verification. Click here: https://claimnow7844.org,spam
Mom asked if you're coming for Thanksgiving dinner this Sunday.,ham
Client called about the proposal - please call them back.,ham
URGENT: Your PayPal account will be suspended. Verify now: https://update262.com,spam
Forex trading signal - 95% accuracy. Start with $250: https://claim953.biz,spam
Want to grab lunch at our usual place?,ham
Concert tickets for next month are on sale now!,ham
Your magazine subscription renewal is due on Friday.,ham
Road trip to the beach this weekend? I'll drive!,ham
You're our lucky winner! $1000 prize waiting. Click https://win9871.info within 24 hours!,spam
Your magazine subscription renewal is due on Friday.,ham
Family reunion planning: Can you bring desserts?,ham
Become a product tester. Earn $50/hour. Sign up: https://update1200.net,spam
Don't forget about Sarah's birthday party this Saturday!,ham
New message from David on your social media account.,ham
You're our lucky winner! $1000 prize waiting. Click https://update1083.com within 24 hours!,spam
Grandpa's 80th birthday is next month. What should we get him?,ham
Your magazine subscription renewal is due on Friday.,ham
Want to grab lunch at our usual place?,ham
Your perfect match is waiting! Sign up free: https://prize9826.com,spam
Mom asked if you're coming for Thanksgiving dinner this Sunday.,ham
Can you pick up milk from the store on your way home?,ham
Generic medications available! 90 pills for $49.99. Order: https://update424.io,spam
Confirmation: massage session booked for Friday at 4pm.,ham
Sale alert: 30% off on winter clothing this weekend only!,ham
Your package from Amazon will arrive by tomorrow.,ham
"International lottery - You've won $1,000,000! Claim: https://verify8413.com",spam
Want to grab lunch at our usual place?,ham
Account warning: Your bank needs verification. Click here: https://verify4736.biz,spam
Can you pick up milk from the store on your way home?,ham
Great job on the sales presentation! Everyone loved it.,ham
The deadline for the report has been extended to Friday.,ham
Road trip to the beach this weekend? I'll drive!,ham
Confirmation: massage session booked for Friday at 4pm.,ham
Grandpa's 80th birthday is next month. What should we get him?,ham
Please arrive 15 minutes early for your hair appointment.,ham
Bitcoin revolution! Turn $100 into $10000 in just 30 days. Join now: https://prize1488.org,spam
Quick cash! Online opportunity. $1000 immediate payment: https://prize9842.info,spam
Meeting reminder: Project review at 2pm in conference room B.,ham
Please arrive 15 minutes early for your hair appointment.,ham
Please arrive 15 minutes early for your hair appointment.,ham
Become a product tester. Earn $50/hour. Sign up: https://confirm9336.info,spam
"Hey John, how are you doing? Let's catch up soon!",ham
Your bank statement is now available online.,ham
Road trip to the beach this weekend? I'll drive!,ham
Can you review the marketing document before tomorrow?,ham
Sale alert: 30% off on winter clothing this weekend only!,ham
Game night this Saturday! Bring your favorite board games.,ham
Thanks for the gift! It was really thoughtful of you.,ham
Generic medications available! 90 pills for $49.99. Order: https://claim4734.biz,spam
Weather alert: heavy rain expected in your area tonight.,ham
Don't forget about Sarah's birthday party this Saturday!,ham
Movie night this Friday! We're watching the new comedy at our place.,ham
Game night this Saturday! Bring your favorite board games.,ham
Sale alert: 30% off on winter clothing this weekend only!,ham
URGENT: Your PayPal account will be suspended. Verify now: https://claim3183.info,spam
Mom asked if you're coming for Thanksgiving dinner this Sunday.,ham
Can you pick up milk from the store on your way home?,ham
Just saw your favorite band and thought of you! How have you been?,ham
Meeting reminder: Project review at 2pm in conference room B.,ham
The kids loved the presents you sent! They can't stop talking about them.,ham
Family reunion planning: Can you bring desserts?,ham
Quick cash! Online opportunity. $1000 immediate payment: https://secure404.biz,spam
Mom asked if you're coming for Thanksgiving dinner this Sunday.,ham
Natural health supplements. 30 day trial: https://secure8021.net,spam
Find love today! 1000+ members online near you: https://login4683.com,spam
Can you pick up milk from the store on your way home?,ham
Great job on the sales presentation! Everyone loved it.,ham
Game night this Saturday! Bring your favorite board games.,ham
Please arrive 15 minutes early for your hair appointment.,ham
URGENT: Data entry positions available. Apply: https://verify6197.co,spam
Team meeting at 10am to discuss the Q4 project.,ham
Forex trading signal - 95% accuracy. Start with $250: https://win7470.biz,spam
Your bank statement is now available online.,ham
Road trip to the beach this weekend? I'll drive!,ham
The laptop you ordered is now available for pickup.,ham
Congratulations! Your email won $500 in the weekly sweepstakes. Claim at: https://verify2522.info,spam
Natural health supplements. 30 day trial: https://account2835.net,spam
New message from David on your social media account.,ham
WINNER! You've been selected for the grand prize of $10000. Visit https://verify4544.com to redeem,spam
Sale alert: 30% off on winter clothing this weekend only!,ham
"International lottery - You've won $1,000,000! Claim: https://secure5484.net",spam
Don't forget about Sarah's birthday party this Saturday!,ham
Bitcoin revolution! Turn $100 into $10000 in just 30 days. Join now: https://confirm7998.co,spam
Just saw your favorite band and thought of you! How have you been?,ham
Your ticket #12345 won $5000 in the weekly draw! https://win2080.net,spam
Confirmation: massage session booked for Friday at 4pm.,ham
Your magazine subscription renewal is due on Friday.,ham
"Hey John, how are you doing? Let's catch up soon!",ham
Your consultation has been rescheduled to Wednesday.,ham
Single girls near you want to meet! View profile: https://update3362.net,spam
Account warning: Your bank needs verification. Click here: https://verify9384.info,spam
Make money online! Easy system. Start now: https://account5948.info,spam
URGENT: Your PayPal account will be suspended. Verify now: https://confirm1422.com,spam
Account warning: Your bank needs verification. Click here: https://account6211.info,spam
Sale alert: 30% off on winter clothing this weekend only!,ham
Sale alert: 30% off on winter clothing this weekend only!,ham
Please arrive 15 minutes early for your hair appointment.,ham
Sale alert: 30% off on winter clothing this weekend only!,ham
You are the lucky winner of our annual giveaway! Claim $5000 now at https://win9827.net,spam
Account warning: Your bank needs verification. Click here: https://verify3127.biz,spam
Become a product tester. Earn $50/hour. Sign up: https://prize6273.net,spam
Suspicious activity on your Amazon account. Please verify details: https://update6756.info,spam
Your consultation has been rescheduled to Wednesday.,ham
Road trip to the beach this weekend? I'll drive!,ham
Account warning: Your bank needs verification. Click here: https://update5978.co,spam
New message from David on your social media account.,ham
Your bank statement is now available online.,ham
Get generic Viagra for $2.99! No prescription needed: https://confirm3287.co,spam
New message from David on your social media account.,ham
"Hey John, how are you doing? Let's catch up soon!",ham
Sale alert: 30% off on winter clothing this weekend only!,ham
Client called about the proposal - please call them back.,ham
Your bank statement is now available online.,ham
Work from home! Earn $500/day. No experience needed: https://update7186.info,spam
Your profile has been successfully updated.,ham
Your order #1234567 has been shipped! Expected delivery: tomorrow,ham
Final notice: Unclaimed lottery prize of $25000! https://account4764.biz,spam
Road trip to the beach this weekend? I'll drive!,ham
WINNER! You've been selected for the grand prize of $10000. Visit https://prize7118.biz to redeem,spam
Quick cash! Online opportunity. $1000 immediate payment: https://claim7528.io,spam
Just saw your favorite band and thought of you! How have you been?,ham
Can you review the marketing document before tomorrow?,ham
Work from home! Earn $500/day. No experience needed: https://update8338.com,spam
The kids loved the presents you sent! They can't stop talking about them.,ham
Crypto millionaire reveals secret! Earn 300% monthly: https://claim1626.biz,spam
WINNER! You've been selected for the grand prize of $10000. Visit https://prize9355.org to redeem,spam
Single girls near you want to meet! View profile: https://secure842.com,spam
Want to grab lunch at our usual place?,ham
The deadline for the report has been extended to Friday.,ham
Work from home! Earn $500/day. No experience needed: https://claim3833.info,spam
CONGRATULATIONS! You've won $1000 in the Mega lottery! Click here to claim your prize now: https://account9179.io,spam
FDA approved weight loss pills. 70% off today: https://claimnow8469.net,spam
The kids loved the presents you sent! They can't stop talking about them.,ham
Work from home! Earn $500/day. No experience needed: https://claimnow3067.io,spam
URGENT: Your PayPal account will be suspended. Verify now: https://confirm1601.biz,spam
Quick cash! Online opportunity. $1000 immediate payment: https://verify4087.org,spam
Your magazine subscription renewal is due on Friday.,ham
Road trip to the beach this weekend? I'll drive!,ham
WINNER! You've been selected for the grand prize of $10000. Visit https://win4511.net to redeem,spam
Crypto millionaire reveals secret! Earn 300% monthly: https://prize7834.biz,spam
Great job on the sales presentation! Everyone loved it.,ham
Game night this Saturday! Bring your favorite board games.,ham
Lonely women seeking connection. Message now: https://verify1345.co,spam
"Hey John, how are you doing? Let's catch up soon!",ham
You're our lucky winner! $1000 prize waiting. Click https://verify8867.biz within 24 hours!,spam
Sale alert: 30% off on winter clothing this weekend only!,ham
CONGRATULATIONS! You've won $1000 in the Mega lottery! Click here to claim your prize now: https://prize2855.net,spam
Weather alert: heavy rain expected in your area tonight.,ham
Grandpa's 80th birthday is next month. What should we get him?,ham
Your perfect match is waiting! Sign up free: https://update1813.info,spam
Can you review the marketing document before tomorrow?,ham
Family reunion planning: Can you bring desserts?,ham
Become a product tester. Earn $50/hour. Sign up: https://claim8618.info,spam
Want to grab lunch at our usual place?,ham
Thanks for your purchase! Here's 15% off your next order.,ham
New message from David on your social media account.,ham
Hot singles in your area are interested! Chat now: https://verify8721.biz,spam
Weather alert: heavy rain expected in your area tonight.,ham
The deadline for the report has been extended to Friday.,ham
Tesla stock ALERT! Price expected to rise 200%. Invest now at https://win2484.info,spam
FDA approved weight loss pills. 70% off today: https://account3306.com,spam
Thanks for the gift! It was really thoughtful of you.,ham
Bitcoin revolution! Turn $100 into $10000 in just 30 days. Join now: https://claimnow6612.biz,spam
The deadline for the report has been extended to Friday.,ham
Tesla stock ALERT! Price expected to rise 200%. Invest now at https://win9164.org,spam
EuroMillions winner! 10 million pounds waiting: https://login8378.com,spam
Mom asked if you're coming for Thanksgiving dinner this Sunday.,ham
The laptop you ordered is now available for pickup.,ham
Can you review the marketing document before tomorrow?,ham
Reminder: Annual check-up tomorrow at 11am.,ham
Great job on the sales presentation! Everyone loved it.,ham
Lonely women seeking connection. Message now: https://secure4724.info,spam
Client called about the proposal - please call them back.,ham
"Hey John, how are you doing? Let's catch up soon!",ham
Can you review the marketing document before tomorrow?,ham
Your perfect match is waiting! Sign up free: https://confirm769.net,spam
"Hey John, how are you doing? Let's catch up soon!",ham
You are the lucky winner of our annual giveaway! Claim $5000 now at https://account9243.com,spam
Can you pick up milk from the store on your way home?,ham
Suspicious activity on your Amazon account. Please verify details: https://account1233.info,spam
Find love today! 1000+ members online near you: https://verify7406.net,spam
Family reunion planning: Can you bring desserts?,ham
The laptop you ordered is now available for pickup.,ham
Please arrive 15 minutes early for your hair appointment.,ham
Don't forget about Sarah's birthday party this Saturday!,ham
Sale alert: 30% off on winter clothing this weekend only!,ham
Become a product tester. Earn $50/hour. Sign up: https://verify656.com,spam
Suspicious activity on your Amazon account. Please verify details: https://prize5708.co,spam
Thanks for the gift! It was really thoughtful of you.,ham
URGENT: Your PayPal account will be suspended. Verify now: https://confirm2284.info,spam
EuroMillions winner! 10 million pounds waiting: https://verify478.biz,spam
Reminder: Annual check-up tomorrow at 11am.,ham
Your package from Amazon will arrive by tomorrow.,ham
Generic medications available! 90 pills for $49.99. Order: https://account1202.co,spam
Movie night this Friday! We're watching the new comedy at our place.,ham
Client called about the proposal - please call them back.,ham
Quick cash! Online opportunity. $1000 immediate payment: https://confirm1973.co,spam
You're our lucky winner! $1000 prize waiting. Click https://login2859.com within 24 hours!,spam
WINNER! You've been selected for the grand prize of $10000. Visit https://update2944.com to redeem,spam
Your ticket #12345 won $5000 in the weekly draw! https://win4567.org,spam
"Hey John, how are you doing? Let's catch up soon!",ham
You're our lucky winner! $1000 prize waiting. Click https://prize2076.co within 24 hours!,spam
Your order #1234567 has been shipped! Expected delivery: tomorrow,ham
Family reunion planning: Can you bring desserts?,ham
Find love today! 1000+ members online near you: https://verify4273.com,spam
Your perfect match is waiting! Sign up free: https://claimnow8331.net,spam
Get generic Viagra for $2.99! No prescription needed: https://win7160.org,spam
Your dentist appointment is confirmed for Monday at 2:30pm.,ham
Can you pick up milk from the store on your way home?,ham
Account warning: Your bank needs verification. Click here: https://verify426.co,spam
Great job on the sales presentation! Everyone loved it.,ham
Please arrive 15 minutes early for your hair appointment.,ham
Your dentist appointment is confirmed for Monday at 2:30pm.,ham
Just saw your favorite band and thought of you! How have you been?,ham
Your ticket #12345 won $5000 in the weekly draw! https://login5921.org,spam
Your ticket #12345 won $5000 in the weekly draw! https://verify2489.info,spam
Thanks for your purchase! Here's 15% off your next order.,ham
Weather alert: heavy rain expected in your area tonight.,ham
"You're our 1,000,000th visitor! Click to spin the prize wheel! https://verify4870.io",spam
Just saw your favorite band and thought of you! How have you been?,ham
Become a product tester. Earn $50/hour. Sign up: https://confirm7824.com,spam
Want to grab lunch at our usual place?,ham
Reminder: Annual check-up tomorrow at 11am.,ham
Meeting reminder: Project review at 2pm in conference room B.,ham
URGENT: Your PayPal account will be suspended. Verify now: https://account5394.info,spam
Natural health supplements. 30 day trial: https://claim4352.org,spam
You are the lucky winner of our annual giveaway! Claim $5000 now at https://update2058.biz,spam
URGENT: Your PayPal account will be suspended. Verify now: https://secure4389.com,spam
Forex trading signal - 95% accuracy. Start with $250: https://login9122.io,spam
Meeting reminder: Project review at 2pm in conference room B.,ham
Your bank statement is now available online.,ham
"Hey John, how are you doing? Let's catch up soon!",ham
Your package from Amazon will arrive by tomorrow.,ham
Movie night this Friday! We're watching the new comedy at our place.,ham
Final notice: Unclaimed lottery prize of $25000! https://confirm2707.biz,spam
"Hey John, how are you doing? Let's catch up soon!",ham
You are the lucky winner of our annual giveaway! Claim $5000 now at https://update356.org,spam
Meeting reminder: Project review at 2pm in conference room B.,ham
Quick cash! Online opportunity. $1000 immediate payment: https://login2423.net,spam
Please arrive 15 minutes early for your hair appointment.,ham
Your bank statement is now available online.,ham
"You're our 1,000,000th visitor! Click to spin the prize wheel! https://update4050.biz",spam
FDA approved weight loss pills. 70% off today: https://login3828.org,spam
Your package from Amazon will arrive by tomorrow.,ham
Your order #1234567 has been shipped! Expected delivery: tomorrow,ham
Great job on the sales presentation! Everyone loved it.,ham
Your bank statement is now available online.,ham
Your Netflix password expires today. Update immediately: https://login8086.info,spam
Just saw your favorite band and thought of you! How have you been?,ham
Can you pick up milk from the store on your way home?,ham
Your magazine subscription renewal is due on Friday.,ham
Enhance your performance with natural supplements. 50% discount: https://win1149.net,spam
Game night this Saturday! Bring your favorite board games.,ham
URGENT: Your PayPal account will be suspended. Verify now: https://verify3100.com,spam
Reminder: Annual check-up tomorrow at 11am.,ham
Please arrive 15 minutes early for your hair appointment.,ham
Mom asked if you're coming for Thanksgiving dinner this Sunday.,ham
Find love today! 1000+ members online near you: https://prize5704.org,spam
Find love today! 1000+ members online near you: https://claim5078.net,spam
The laptop you ordered is now available for pickup.,ham
Forex trading signal - 95% accuracy. Start with $250: https://secure7235.org,spam
Generic medications available! 90 pills for $49.99. Order: https://prize4550.org,spam
Your magazine subscription renewal is due on Friday.,ham
Can you review the marketing document before tomorrow?,ham
FDA approved weight loss pills. 70% off today: https://secure2968.com,spam
WINNER! You've been selected for the grand prize of $10000. Visit https://claim9767.co to redeem,spam
"You're our 1,000,000th visitor! Click to spin the prize wheel! https://claimnow4758.io",spam
Quick cash! Online opportunity. $1000 immediate payment: https://account5049.io,spam
Concert tickets for next month are on sale now!,ham
"You're our 1,000,000th visitor! Click to spin the prize wheel! https://confirm426.com",spam
Please arrive 15 minutes early for your hair appointment.,ham
Can you pick up milk from the store on your way home?,ham
Can you review the marketing document before tomorrow?,ham
Your bank statement is now available online.,ham
Account warning: Your bank needs verification. Click here: https://update2045.co,spam
Make 500% daily returns with our crypto trading bot! Sign up: https://claimnow8791.io,spam
URGENT: Your PayPal account will be suspended. Verify now: https://claim3375.net,spam
Your magazine subscription renewal is due on Friday.,ham
You're our lucky winner! $1000 prize waiting. Click https://claim2200.info within 24 hours!,spam
The deadline for the report has been extended to Friday.,ham
Can you review the marketing document before tomorrow?,ham
You're our lucky winner! $1000 prize waiting. Click https://win5560.io within 24 hours!,spam
Thanks for the gift! It was really thoughtful of you.,ham
Your consultation has been rescheduled to Wednesday.,ham
Your Netflix password expires today. Update immediately: https://secure915.io,spam
You're our lucky winner! $1000 prize waiting. Click https://win1031.co within 24 hours!,spam
Congratulations! Your email won $500 in the weekly sweepstakes. Claim at: https://update4395.co,spam
Meeting reminder: Project review at 2pm in conference room B.,ham
Security alert: Unusual login detected. Confirm your identity at https://claim3410.com,spam
CONGRATULATIONS! You've won $1000 in the Mega lottery! Click here to claim your prize now: https://secure9220.biz,spam
Enhance your performance with natural supplements. 50% discount: https://claim4831.info,spam
Reminder: Annual check-up tomorrow at 11am.,ham
"Hey John, how are you doing? Let's catch up soon!",ham
"International lottery - You've won $1,000,000! Claim: https://win3060.info",spam
Road trip to the beach this weekend? I'll drive!,ham
Enhance your performance with natural supplements. 50% discount: https://win208.io,spam
New message from David on your social media account.,ham
Want to grab lunch at our usual place?,ham
Your profile has been successfully updated.,ham
Work from home! Earn $500/day. No experience needed: https://secure6946.info,spam
Just saw your favorite band and thought of you! How have you been?,ham
Make money online! Easy system. Start now: https://claim2618.net,spam
You are the lucky winner of our annual giveaway! Claim $5000 now at https://login6481.info,spam
You're our lucky winner! $1000 prize waiting. Click https://confirm5271.biz within 24 hours!,spam
Your ticket #12345 won $5000 in the weekly draw! https://update8411.net,spam
Thanks for the gift! It was really thoughtful of you.,ham
Team meeting at 10am to discuss the Q4 project.,ham
Thanks for your purchase! Here's 15% off your next order.,ham
Team meeting at 10am to discuss the Q4 project.,ham
New message from David on your social media account.,ham
Road trip to the beach this weekend? I'll drive!,ham
Get generic Viagra for $2.99! No prescription needed: https://win6876.io,spam
Your Netflix password expires today. Update immediately: https://account1211.net,spam
Find love today! 1000+ members online near you: https://win2153.net,spam
Your order #1234567 has been shipped! Expected delivery: tomorrow,ham
Your magazine subscription renewal is due on Friday.,ham
Your bank statement is now available online.,ham
New message from David on your social media account.,ham
Want to grab lunch at our usual place?,ham
Security alert: Unusual login detected. Confirm your identity at https://secure3560.biz,spam
Bitcoin revolution! Turn $100 into $10000 in just 30 days. Join now: https://update2377.info,spam
URGENT: Data entry positions available. Apply: https://login4165.net,spam
Weather alert: heavy rain expected in your area tonight.,ham
Thanks for your purchase! Here's 15% off your next order.,ham
Your order #1234567 has been shipped! Expected delivery: tomorrow,ham
Natural health supplements. 30 day trial: https://login7681.co,spam
Can you pick up milk from the store on your way home?,ham
Generic medications available! 90 pills for $49.99. Order: https://claimnow4947.biz,spam
Movie night this Friday! We're watching the new comedy at our place.,ham
Your magazine subscription renewal is due on Friday.,ham
Your ticket #12345 won $5000 in the weekly draw! https://prize8381.biz,spam
Your perfect match is waiting! Sign up free: https://prize2688.com,spam
Account warning: Your bank needs verification. Click here: https://secure690.net,spam
Quick cash! Online opportunity. $1000 immediate payment: https://verify216.org,spam
Concert tickets for next month are on sale now!,ham
Your Netflix password expires today. Update immediately: https://prize3404.net,spam
Suspicious activity on your Amazon account. Please verify details: https://confirm634.biz,spam
Your package from Amazon will arrive by tomorrow.,ham
Can you review the marketing document before tomorrow?,ham
Natural health supplements. 30 day trial: https://update648.com,spam
Movie night this Friday! We're watching the new comedy at our place.,ham
Generic medications available! 90 pills for $49.99. Order: https://prize9055.com,spam
The deadline for the report has been extended to Friday.,ham
Enhance your performance with natural supplements. 50% discount: https://update6281.io,spam
Movie night this Friday! We're watching the new comedy at our place.,ham
Road trip to the beach this weekend? I'll drive!,ham
The laptop you ordered is now available for pickup.,ham
The kids loved the presents you sent! They can't stop talking about them.,ham
Make money online! Easy system. Start now: https://win4771.co,spam
Suspicious activity on your Amazon account. Please verify details: https://claimnow5379.io,spam
Single girls near you want to meet! View profile: https://login2551.org,spam
You're our lucky winner! $1000 prize waiting. Click https://prize3412.co within 24 hours!,spam
Movie night this Friday! We're watching the new comedy at our place.,ham
"Hey John, how are you doing? Let's catch up soon!",ham
Get generic Viagra for $2.99! No prescription needed: https://update1482.org,spam
Account warning: Your bank needs verification. Click here: https://secure4315.io,spam
Reminder: Annual check-up tomorrow at 11am.,ham
Find love today! 1000+ members online near you: https://confirm8536.io,spam
Find love today! 1000+ members online near you: https://login5312.biz,spam
Can you pick up milk from the store on your way home?,ham
Suspicious activity on your Amazon account. Please verify details: https://confirm5245.io,spam
Your profile has been successfully updated.,ham
Your Netflix password expires today. Update immediately: https://verify6323.co,spam
You're our lucky winner! $1000 prize waiting. Click https://confirm2893.co within 24 hours!,spam
Thanks for your purchase! Here's 15% off your next order.,ham
New message from David on your social media account.,ham
Client called about the proposal - please call them back.,ham
Meeting reminder: Project review at 2pm in conference room B.,ham
Grandpa's 80th birthday is next month. What should we get him?,ham
"You're our 1,000,000th visitor! Click to spin the prize wheel! https://account4152.biz",spam
The kids loved the presents you sent! They can't stop talking about them.,ham
Meeting reminder: Project review at 2pm in conference room B.,ham
Hot singles in your area are interested! Chat now: https://claimnow2014.info,spam
Just saw your favorite band and thought of you! How have you been?,ham
Grandpa's 80th birthday is next month. What should we get him?,ham
"Hey John, how are you doing? Let's catch up soon!",ham
Movie night this Friday! We're watching the new comedy at our place.,ham
"Hey John, how are you doing? Let's catch up soon!",ham
Find love today! 1000+ members online near you: https://account206.info,spam
Don't forget about Sarah's birthday party this Saturday!,ham
Sale alert: 30% off on winter clothing this weekend only!,ham
Your consultation has been rescheduled to Wednesday.,ham
Thanks for the gift! It was really thoughtful of you.,ham
Great job on the sales presentation! Everyone loved it.,ham
Concert tickets for next month are on sale now!,ham
Your bank statement is now available online.,ham
Road trip to the beach this weekend? I'll drive!,ham
Your Netflix password expires today. Update immediately: https://confirm5280.info,spam
Want to grab lunch at our usual place?,ham
Generic medications available! 90 pills for $49.99. Order: https://update5061.io,spam
Hot singles in your area are interested! Chat now: https://login6199.net,spam
Movie night this Friday! We're watching the new comedy at our place.,ham
Family reunion planning: Can you bring desserts?,ham
Client called about the proposal - please call them back.,ham
"International lottery - You've won $1,000,000! Claim: https://secure5162.biz",spam
Don't forget about Sarah's birthday party this Saturday!,ham
Can you review the marketing document before tomorrow?,ham
Meeting reminder: Project review at 2pm in conference room B.,ham
Weather alert: heavy rain expected in your area tonight.,ham
Generic medications available! 90 pills for $49.99. Order: https://account4385.net,spam
"Hey John, how are you doing? Let's catch up soon!",ham
Concert tickets for next month are on sale now!,ham
Crypto millionaire reveals secret! Earn 300% monthly: https://login4640.com,spam
Don't forget about Sarah's birthday party this Saturday!,ham
Client called about the proposal - please call them back.,ham
Can you pick up milk from the store on your way home?,ham
Your order #1234567 has been shipped! Expected delivery: tomorrow,ham
Just saw your favorite band and thought of you! How have you been?,ham
Reminder: Annual check-up tomorrow at 11am.,ham
Suspicious activity on your Amazon account. Please verify details: https://win1778.com,spam
Tesla stock ALERT! Price expected to rise 200%. Invest now at https://login5703.com,spam
"You're our 1,000,000th visitor! Click to spin the prize wheel! https://update9858.io",spam
Generic medications available! 90 pills for $49.99. Order: https://login5250.biz,spam
You are the lucky winner of our annual giveaway! Claim $5000 now at https://verify1238.io,spam
Work from home! Earn $500/day. No experience needed: https://verify7650.biz,spam
Reminder: Annual check-up tomorrow at 11am.,ham
Your order #1234567 has been shipped! Expected delivery: tomorrow,ham
Your perfect match is waiting! Sign up free: https://claimnow3153.io,spam
Road trip to the beach this weekend? I'll drive!,ham
Meeting reminder: Project review at 2pm in conference room B.,ham
Congratulations! Your email won $500 in the weekly sweepstakes. Claim at: https://prize1704.com,spam
Your consultation has been rescheduled to Wednesday.,ham
Movie night this Friday! We're watching the new comedy at our place.,ham
Please arrive 15 minutes early for your hair appointment.,ham
Game night this Saturday! Bring your favorite board games.,ham
Enhance your performance with natural supplements. 50% discount: https://claimnow1081.co,spam
Lonely women seeking connection. Message now: https://prize9113.org,spam
Lonely women seeking connection. Message now: https://claimnow2190.net,spam
Team meeting at 10am to discuss the Q4 project.,ham
Get generic Viagra for $2.99! No prescription needed: https://account9533.biz,spam
Grandpa's 80th birthday is next month. What should we get him?,ham
Grandpa's 80th birthday is next month. What should we get him?,ham
Make money online! Easy system. Start now: https://account8843.info,spam
URGENT: Your PayPal account will be suspended. Verify now: https://secure2947.biz,spam
Tesla stock ALERT! Price expected to rise 200%. Invest now at https://claimnow670.info,spam
Road trip to the beach this weekend? I'll drive!,ham
Your order #1234567 has been shipped! Expected delivery: tomorrow,ham
CONGRATULATIONS! You've won $1000 in the Mega lottery! Click here to claim your prize now: https://update5692.io,spam
Your package from Amazon will arrive by tomorrow.,ham
The kids loved the presents you sent! They can't stop talking about them.,ham
Suspicious activity on your Amazon account. Please verify details: https://update9901.biz,spam
Hot singles in your area are interested! Chat now: https://verify1152.io,spam
Just saw your favorite band and thought of you! How have you been?,ham
Your package from Amazon will arrive by tomorrow.,ham
New message from David on your social media account.,ham
Quick cash! Online opportunity. $1000 immediate payment: https://update5864.biz,spam
Don't forget about Sarah's birthday party this Saturday!,ham
Concert tickets for next month are on sale now!,ham
Generic medications available! 90 pills for $49.99. Order: https://confirm3379.com,spam
Mom asked if you're coming for Thanksgiving dinner this Sunday.,ham
URGENT: Data entry positions available. Apply: https://prize7479.io,spam
The deadline for the report has been extended to Friday.,ham
Team meeting at 10am to discuss the Q4 project.,ham
Bitcoin revolution! Turn $100 into $10000 in just 30 days. Join now: https://secure3609.net,spam
The laptop you ordered is now available for pickup.,ham
Sale alert: 30% off on winter clothing this weekend only!,ham
Can you pick up milk from the store on your way home?,ham
"International lottery - You've won $1,000,000! Claim: https://confirm4881.co",spam
Hot singles in your area are interested! Chat now: https://update5067.com,spam
Client called about the proposal - please call them back.,ham
Account warning: Your bank needs verification. Click here: https://claim397.net,spam
Team meeting at 10am to discuss the Q4 project.,ham
Your consultation has been rescheduled to Wednesday.,ham
Movie night this Friday! We're watching the new comedy at our place.,ham
Your bank statement is now available online.,ham
"You're our 1,000,000th visitor! Click to spin the prize wheel! https://claimnow7875.net",spam
Lonely women seeking connection. Message now: https://win7457.co,spam
Want to grab lunch at our usual place?,ham
Your perfect match is waiting! Sign up free: https://update9239.net,spam
Suspicious activity on your Amazon account. Please verify details: https://confirm9225.co,spam
The kids loved the presents you sent! They can't stop talking about them.,ham
Hot singles in your area are interested! Chat now: https://login5288.net,spam
New message from David on your social media account.,ham
Family reunion planning: Can you bring desserts?,ham
Don't forget about Sarah's birthday party this Saturday!,ham
"Hey John, how are you doing? Let's catch up soon!",ham
Game night this Saturday! Bring your favorite board games.,ham
Weather alert: heavy rain expected in your area tonight.,ham
"International lottery - You've won $1,000,000! Claim: https://account7461.co",spam
Road trip to the beach this weekend? I'll drive!,ham
New message from David on your social media account.,ham
